HCP_ID,Name,Specialty,Region,Prescribing_Trend,Research_Involvement,Engagement_Score
HCP01521,HCP_Name_1521,Neurology,Central,High,No,High
HCP01522,HCP_Name_1522,Dermatology,West,Medium,Yes,Medium
HCP01523,HCP_Name_1523,Pediatrics,North,High,No,Low
HCP01524,HCP_Name_1524,Oncology,North,Low,Yes,Medium
HCP01525,HCP_Name_1525,Oncology,East,Low,Yes,Low
HCP01526,HCP_Name_1526,Dermatology,West,Medium,Yes,Low
HCP01527,HCP_Name_1527,Neurology,South,Low,Yes,Low
HCP01528,HCP_Name_1528,Oncology,Central,Medium,Yes,Low
HCP01529,HCP_Name_1529,Neurology,North,High,Yes,Medium
HCP01530,HCP_Name_1530,Pediatrics,East,High,Yes,High
HCP01531,HCP_Name_1531,Dermatology,North,Low,Yes,Medium
HCP01532,HCP_Name_1532,Pediatrics,West,Medium,No,Medium
HCP01533,HCP_Name_1533,Oncology,Central,Medium,Yes,Low
HCP01534,HCP_Name_1534,Pediatrics,East,Low,No,High
HCP01535,HCP_Name_1535,Dermatology,East,High,No,Medium
HCP01536,HCP_Name_1536,General Practice,Central,High,Yes,Low
HCP01537,HCP_Name_1537,Pediatrics,East,Low,Yes,Low
HCP01538,HCP_Name_1538,Dermatology,Central,High,No,Medium
HCP01539,HCP_Name_1539,General Practice,East,High,No,Low
HCP01540,HCP_Name_1540,General Practice,East,Low,No,Low
HCP01541,HCP_Name_1541,Dermatology,North,Medium,No,High
HCP01542,HCP_Name_1542,Cardiology,East,High,No,Low
HCP01543,HCP_Name_1543,Cardiology,North,Medium,Yes,Medium
HCP01544,HCP_Name_1544,Dermatology,South,Low,No,Medium
HCP01545,HCP_Name_1545,Neurology,West,High,No,Medium
HCP01546,HCP_Name_1546,Cardiology,West,Low,Yes,Medium
HCP01547,HCP_Name_1547,General Practice,East,Medium,Yes,High
HCP01548,HCP_Name_1548,Cardiology,South,Low,No,Medium
HCP01549,HCP_Name_1549,Dermatology,South,Low,No,High
HCP01550,HCP_Name_1550,Pediatrics,South,Medium,Yes,Medium
HCP01551,HCP_Name_1551,Cardiology,West,High,Yes,Medium
HCP01552,HCP_Name_1552,Neurology,East,High,No,Medium
HCP01553,HCP_Name_1553,Oncology,West,High,No,High
HCP01554,HCP_Name_1554,Dermatology,West,Medium,No,Low
HCP01555,HCP_Name_1555,General Practice,West,High,No,Medium
HCP01556,HCP_Name_1556,General Practice,South,High,No,High
HCP01557,HCP_Name_1557,Oncology,East,Low,Yes,Medium
HCP01558,HCP_Name_1558,Pediatrics,Central,High,Yes,Low
HCP01559,HCP_Name_1559,Pediatrics,North,Low,No,Medium
HCP01560,HCP_Name_1560,Neurology,South,High,No,Medium
HCP01561,HCP_Name_1561,Neurology,East,High,Yes,Low
HCP01562,HCP_Name_1562,Dermatology,North,High,Yes,High
HCP01563,HCP_Name_1563,Oncology,East,High,Yes,Medium
HCP01564,HCP_Name_1564,Neurology,North,Low,Yes,High
HCP01565,HCP_Name_1565,Cardiology,South,High,Yes,Low
HCP01566,HCP_Name_1566,General Practice,East,Medium,Yes,Medium
HCP01567,HCP_Name_1567,Oncology,West,Medium,No,High
HCP01568,HCP_Name_1568,Cardiology,West,Low,Yes,High
HCP01569,HCP_Name_1569,Cardiology,South,Medium,Yes,Medium
HCP01570,HCP_Name_1570,Neurology,Central,Low,No,Medium
HCP01571,HCP_Name_1571,Cardiology,West,Medium,No,Low
HCP01572,HCP_Name_1572,General Practice,West,Low,Yes,High
HCP01573,HCP_Name_1573,Neurology,Central,Low,Yes,Medium
HCP01574,HCP_Name_1574,Neurology,South,High,No,Medium
HCP01575,HCP_Name_1575,Pediatrics,South,Low,Yes,Low
HCP01576,HCP_Name_1576,Dermatology,North,Medium,Yes,High
HCP01577,HCP_Name_1577,General Practice,West,Medium,Yes,High
HCP01578,HCP_Name_1578,Oncology,West,Low,No,Medium
HCP01579,HCP_Name_1579,Cardiology,North,Medium,Yes,Low
HCP01580,HCP_Name_1580,Dermatology,South,Low,No,Low
HCP01581,HCP_Name_1581,General Practice,West,Low,No,Medium
HCP01582,HCP_Name_1582,Pediatrics,Central,Low,Yes,High
HCP01583,HCP_Name_1583,General Practice,North,Low,Yes,Low
HCP01584,HCP_Name_1584,Pediatrics,North,High,No,High
HCP01585,HCP_Name_1585,Dermatology,West,Low,No,High
HCP01586,HCP_Name_1586,Cardiology,South,Medium,No,Medium
HCP01587,HCP_Name_1587,General Practice,Central,Medium,Yes,Medium
HCP01588,HCP_Name_1588,Neurology,East,Low,Yes,High
HCP01589,HCP_Name_1589,General Practice,North,Low,Yes,Medium
HCP01590,HCP_Name_1590,General Practice,East,Low,Yes,Low
HCP01591,HCP_Name_1591,Neurology,North,Low,No,High
HCP01592,HCP_Name_1592,Dermatology,North,Low,No,Low
HCP01593,HCP_Name_1593,Pediatrics,East,Low,Yes,High
HCP01594,HCP_Name_1594,Neurology,South,Low,Yes,High
HCP01595,HCP_Name_1595,Pediatrics,South,Medium,Yes,Medium
HCP01596,HCP_Name_1596,General Practice,East,Medium,No,Medium
HCP01597,HCP_Name_1597,General Practice,West,Low,Yes,Medium
HCP01598,HCP_Name_1598,Neurology,North,Low,No,High
HCP01599,HCP_Name_1599,Oncology,West,Medium,No,Medium
HCP01600,HCP_Name_1600,Neurology,North,High,Yes,Low
HCP01601,HCP_Name_1601,General Practice,North,High,No,High
HCP01602,HCP_Name_1602,Neurology,Central,Low,No,Low
HCP01603,HCP_Name_1603,General Practice,Central,High,No,Medium
HCP01604,HCP_Name_1604,General Practice,South,Low,Yes,High
HCP01605,HCP_Name_1605,General Practice,West,High,No,High
HCP01606,HCP_Name_1606,General Practice,West,Low,Yes,Medium
HCP01607,HCP_Name_1607,Oncology,West,Low,No,Medium
HCP01608,HCP_Name_1608,General Practice,Central,High,Yes,Medium
HCP01609,HCP_Name_1609,Cardiology,East,Medium,No,Medium
HCP01610,HCP_Name_1610,Pediatrics,South,Medium,Yes,Low
HCP01611,HCP_Name_1611,Cardiology,North,High,Yes,High
HCP01612,HCP_Name_1612,Neurology,East,Low,Yes,High
HCP01613,HCP_Name_1613,General Practice,West,Medium,No,Medium
HCP01614,HCP_Name_1614,Dermatology,North,Medium,No,Medium
HCP01615,HCP_Name_1615,Oncology,West,Low,Yes,Low
HCP01616,HCP_Name_1616,Pediatrics,North,Low,No,High
HCP01617,HCP_Name_1617,Dermatology,South,High,No,Medium
HCP01618,HCP_Name_1618,Oncology,North,High,No,Low
HCP01619,HCP_Name_1619,Cardiology,West,Medium,No,Low
HCP01620,HCP_Name_1620,Oncology,Central,Medium,No,High
HCP01621,HCP_Name_1621,Cardiology,Central,Low,Yes,Low
HCP01622,HCP_Name_1622,Cardiology,South,High,No,Medium
HCP01623,HCP_Name_1623,Dermatology,West,Low,No,Low
HCP01624,HCP_Name_1624,Neurology,South,Low,No,Medium
HCP01625,HCP_Name_1625,General Practice,North,Medium,Yes,Low
HCP01626,HCP_Name_1626,Cardiology,North,Medium,No,High
HCP01627,HCP_Name_1627,General Practice,Central,Medium,No,Medium
HCP01628,HCP_Name_1628,Dermatology,East,High,Yes,High
HCP01629,HCP_Name_1629,Dermatology,South,Medium,No,Medium
HCP01630,HCP_Name_1630,General Practice,North,Low,Yes,Low
HCP01631,HCP_Name_1631,Dermatology,North,High,No,High
HCP01632,HCP_Name_1632,Cardiology,South,Low,Yes,High
HCP01633,HCP_Name_1633,Cardiology,South,High,Yes,Low
HCP01634,HCP_Name_1634,Neurology,East,Medium,Yes,Medium
HCP01635,HCP_Name_1635,Neurology,Central,High,Yes,Low
HCP01636,HCP_Name_1636,Neurology,Central,Medium,Yes,Medium
HCP01637,HCP_Name_1637,Neurology,North,Medium,No,High
HCP01638,HCP_Name_1638,Dermatology,South,High,Yes,High
HCP01639,HCP_Name_1639,Neurology,South,Medium,Yes,High
HCP01640,HCP_Name_1640,General Practice,West,Medium,Yes,Low
HCP01641,HCP_Name_1641,Pediatrics,South,High,No,High
HCP01642,HCP_Name_1642,Cardiology,South,High,No,Medium
HCP01643,HCP_Name_1643,Oncology,South,Low,Yes,High
HCP01644,HCP_Name_1644,Dermatology,Central,Low,No,Medium
HCP01645,HCP_Name_1645,Cardiology,East,High,No,Low
HCP01646,HCP_Name_1646,General Practice,West,High,Yes,Medium
HCP01647,HCP_Name_1647,Cardiology,East,High,No,Low
HCP01648,HCP_Name_1648,Dermatology,East,Medium,No,High
HCP01649,HCP_Name_1649,Neurology,West,High,Yes,Low
HCP01650,HCP_Name_1650,Neurology,Central,Low,Yes,High
HCP01651,HCP_Name_1651,Pediatrics,East,Medium,No,Medium
HCP01652,HCP_Name_1652,Oncology,East,High,No,Medium
HCP01653,HCP_Name_1653,General Practice,West,High,No,Low
HCP01654,HCP_Name_1654,Oncology,East,Low,No,Low
HCP01655,HCP_Name_1655,Neurology,Central,Low,Yes,Low
HCP01656,HCP_Name_1656,Cardiology,South,Medium,No,High
HCP01657,HCP_Name_1657,Pediatrics,North,Low,No,Medium
HCP01658,HCP_Name_1658,General Practice,West,High,Yes,Low
HCP01659,HCP_Name_1659,Oncology,West,High,Yes,Low
HCP01660,HCP_Name_1660,Dermatology,Central,Medium,No,High
HCP01661,HCP_Name_1661,Pediatrics,North,Medium,Yes,Low
HCP01662,HCP_Name_1662,Cardiology,North,Medium,No,High
HCP01663,HCP_Name_1663,Neurology,East,Medium,Yes,Low
HCP01664,HCP_Name_1664,Dermatology,Central,High,Yes,High
HCP01665,HCP_Name_1665,Pediatrics,North,Medium,Yes,Medium
HCP01666,HCP_Name_1666,General Practice,East,Low,No,Medium
HCP01667,HCP_Name_1667,General Practice,West,Medium,No,Medium
HCP01668,HCP_Name_1668,General Practice,North,High,Yes,Low
HCP01669,HCP_Name_1669,Pediatrics,East,Low,No,Low
HCP01670,HCP_Name_1670,Neurology,Central,High,No,Low
HCP01671,HCP_Name_1671,General Practice,West,Low,No,High
HCP01672,HCP_Name_1672,Dermatology,East,Low,Yes,Low
HCP01673,HCP_Name_1673,Cardiology,South,Low,No,Low
HCP01674,HCP_Name_1674,General Practice,North,High,Yes,Medium
HCP01675,HCP_Name_1675,Neurology,East,Medium,No,High
HCP01676,HCP_Name_1676,Oncology,North,Medium,No,High
HCP01677,HCP_Name_1677,Neurology,Central,Low,Yes,Medium
HCP01678,HCP_Name_1678,General Practice,South,Medium,No,Medium
HCP01679,HCP_Name_1679,Dermatology,West,Low,Yes,Medium
HCP01680,HCP_Name_1680,Pediatrics,West,Medium,No,High
HCP01681,HCP_Name_1681,Neurology,North,High,No,High
HCP01682,HCP_Name_1682,Oncology,North,Medium,Yes,Low
HCP01683,HCP_Name_1683,Oncology,Central,High,No,Low
HCP01684,HCP_Name_1684,Pediatrics,West,High,Yes,Low
HCP01685,HCP_Name_1685,Pediatrics,North,Low,Yes,Medium
HCP01686,HCP_Name_1686,Pediatrics,Central,High,Yes,High
HCP01687,HCP_Name_1687,Oncology,East,High,Yes,High
HCP01688,HCP_Name_1688,Pediatrics,West,Low,No,High
HCP01689,HCP_Name_1689,Neurology,West,Medium,Yes,Medium
HCP01690,HCP_Name_1690,Cardiology,East,High,Yes,High
HCP01691,HCP_Name_1691,Oncology,West,High,No,Medium
HCP01692,HCP_Name_1692,Oncology,West,Medium,Yes,Medium
HCP01693,HCP_Name_1693,General Practice,East,High,Yes,Medium
HCP01694,HCP_Name_1694,Oncology,Central,High,Yes,High
HCP01695,HCP_Name_1695,Oncology,Central,High,Yes,Medium
HCP01696,HCP_Name_1696,General Practice,East,Low,Yes,High
HCP01697,HCP_Name_1697,Neurology,North,Low,No,Medium
HCP01698,HCP_Name_1698,Neurology,South,Low,Yes,Medium
HCP01699,HCP_Name_1699,Neurology,West,High,No,Medium
HCP01700,HCP_Name_1700,General Practice,South,Low,No,Medium
HCP01701,HCP_Name_1701,Oncology,West,Medium,No,Low
HCP01702,HCP_Name_1702,Dermatology,West,High,Yes,High
HCP01703,HCP_Name_1703,Pediatrics,North,Low,Yes,Medium
HCP01704,HCP_Name_1704,General Practice,East,Medium,Yes,High
HCP01705,HCP_Name_1705,Oncology,East,Low,Yes,Low
HCP01706,HCP_Name_1706,Pediatrics,Central,High,Yes,High
HCP01707,HCP_Name_1707,General Practice,West,Medium,No,High
HCP01708,HCP_Name_1708,Dermatology,South,Low,No,Low
HCP01709,HCP_Name_1709,Pediatrics,West,High,No,High
HCP01710,HCP_Name_1710,Pediatrics,Central,Low,No,Medium
HCP01711,HCP_Name_1711,Oncology,East,Low,Yes,Medium
HCP01712,HCP_Name_1712,Neurology,Central,High,Yes,High
HCP01713,HCP_Name_1713,Cardiology,South,Low,Yes,High
HCP01714,HCP_Name_1714,Pediatrics,East,High,No,Low
HCP01715,HCP_Name_1715,General Practice,West,Medium,Yes,Low
HCP01716,HCP_Name_1716,Dermatology,North,Low,Yes,High
HCP01717,HCP_Name_1717,Neurology,West,Low,No,Low
HCP01718,HCP_Name_1718,Pediatrics,North,Medium,Yes,Medium
HCP01719,HCP_Name_1719,General Practice,East,High,Yes,High
HCP01720,HCP_Name_1720,Oncology,North,High,Yes,High
HCP01721,HCP_Name_1721,Dermatology,South,Low,No,Low
HCP01722,HCP_Name_1722,Oncology,North,Low,No,High
HCP01723,HCP_Name_1723,Pediatrics,West,High,Yes,Medium
HCP01724,HCP_Name_1724,Cardiology,Central,Medium,No,Low
HCP01725,HCP_Name_1725,General Practice,West,Low,No,Low
HCP01726,HCP_Name_1726,General Practice,West,Medium,Yes,Low
HCP01727,HCP_Name_1727,Oncology,Central,High,Yes,Low
HCP01728,HCP_Name_1728,Pediatrics,South,Low,No,High
HCP01729,HCP_Name_1729,Dermatology,East,Medium,Yes,Low
HCP01730,HCP_Name_1730,Oncology,Central,High,Yes,Low
HCP01731,HCP_Name_1731,Cardiology,Central,High,Yes,Medium
HCP01732,HCP_Name_1732,Pediatrics,North,Low,No,High
HCP01733,HCP_Name_1733,Pediatrics,East,Low,Yes,Low
HCP01734,HCP_Name_1734,General Practice,West,Medium,Yes,High
HCP01735,HCP_Name_1735,General Practice,West,Low,Yes,Low
HCP01736,HCP_Name_1736,Cardiology,East,High,Yes,High
HCP01737,HCP_Name_1737,Oncology,East,Low,Yes,Low
HCP01738,HCP_Name_1738,Dermatology,Central,High,No,High
HCP01739,HCP_Name_1739,Pediatrics,East,High,Yes,Low
HCP01740,HCP_Name_1740,Cardiology,West,Medium,Yes,Medium
HCP01741,HCP_Name_1741,Neurology,North,High,No,Low
HCP01742,HCP_Name_1742,General Practice,West,Low,No,High
HCP01743,HCP_Name_1743,Neurology,North,Medium,No,Low
HCP01744,HCP_Name_1744,Oncology,Central,Low,No,Medium
HCP01745,HCP_Name_1745,General Practice,East,Low,Yes,High
HCP01746,HCP_Name_1746,Neurology,East,High,Yes,High
HCP01747,HCP_Name_1747,General Practice,Central,Low,No,Low
HCP01748,HCP_Name_1748,Dermatology,South,Medium,Yes,High
HCP01749,HCP_Name_1749,Pediatrics,South,Medium,No,Medium
HCP01750,HCP_Name_1750,Oncology,Central,High,Yes,Low
HCP01751,HCP_Name_1751,Pediatrics,South,Medium,No,High
HCP01752,HCP_Name_1752,Dermatology,Central,High,No,High
HCP01753,HCP_Name_1753,Pediatrics,North,High,No,Medium
HCP01754,HCP_Name_1754,General Practice,East,Low,No,Medium
HCP01755,HCP_Name_1755,Pediatrics,West,Low,No,Medium
HCP01756,HCP_Name_1756,Dermatology,North,High,Yes,Low
HCP01757,HCP_Name_1757,Cardiology,Central,Medium,No,Low
HCP01758,HCP_Name_1758,General Practice,East,Medium,Yes,Medium
HCP01759,HCP_Name_1759,General Practice,East,Medium,Yes,Low
HCP01760,HCP_Name_1760,Dermatology,North,High,No,High
HCP01761,HCP_Name_1761,Dermatology,Central,Medium,Yes,Medium
HCP01762,HCP_Name_1762,Dermatology,South,Low,Yes,Low
HCP01763,HCP_Name_1763,Dermatology,North,Low,No,High
HCP01764,HCP_Name_1764,Oncology,North,Medium,Yes,High
HCP01765,HCP_Name_1765,Cardiology,East,High,No,Medium
HCP01766,HCP_Name_1766,Oncology,North,Medium,No,High
HCP01767,HCP_Name_1767,Oncology,West,Medium,No,Medium
HCP01768,HCP_Name_1768,Cardiology,South,High,No,Low
HCP01769,HCP_Name_1769,Cardiology,Central,Low,Yes,Medium
HCP01770,HCP_Name_1770,Cardiology,North,Low,No,Medium
HCP01771,HCP_Name_1771,Cardiology,Central,High,No,Medium
HCP01772,HCP_Name_1772,General Practice,East,Medium,Yes,Medium
HCP01773,HCP_Name_1773,General Practice,West,Low,Yes,Medium
HCP01774,HCP_Name_1774,Oncology,Central,High,Yes,Medium
HCP01775,HCP_Name_1775,Neurology,West,High,Yes,Low
HCP01776,HCP_Name_1776,Cardiology,East,Low,No,High
HCP01777,HCP_Name_1777,Dermatology,West,Medium,Yes,High
HCP01778,HCP_Name_1778,Cardiology,Central,High,Yes,Low
HCP01779,HCP_Name_1779,Cardiology,East,Low,Yes,Low
HCP01780,HCP_Name_1780,Neurology,West,Low,Yes,Medium
HCP01781,HCP_Name_1781,Dermatology,East,High,Yes,Medium
HCP01782,HCP_Name_1782,Neurology,South,High,Yes,Medium
HCP01783,HCP_Name_1783,Cardiology,South,Medium,No,Medium
HCP01784,HCP_Name_1784,Cardiology,West,Low,Yes,High
HCP01785,HCP_Name_1785,Oncology,South,Medium,Yes,High
HCP01786,HCP_Name_1786,Cardiology,North,High,No,Low
HCP01787,HCP_Name_1787,Neurology,East,Low,No,Low
HCP01788,HCP_Name_1788,Pediatrics,Central,Medium,No,Low
HCP01789,HCP_Name_1789,General Practice,West,Low,Yes,Low
HCP01790,HCP_Name_1790,Dermatology,North,Medium,Yes,Medium
HCP01791,HCP_Name_1791,Pediatrics,West,Low,Yes,Low
HCP01792,HCP_Name_1792,Cardiology,West,Low,No,High
HCP01793,HCP_Name_1793,Cardiology,West,Low,No,Medium
HCP01794,HCP_Name_1794,Oncology,South,Low,Yes,High
HCP01795,HCP_Name_1795,Oncology,West,Medium,Yes,Medium
HCP01796,HCP_Name_1796,Dermatology,Central,Medium,No,High
HCP01797,HCP_Name_1797,Neurology,East,Low,No,High
HCP01798,HCP_Name_1798,Neurology,North,Medium,Yes,High
HCP01799,HCP_Name_1799,Neurology,West,High,No,Low
HCP01800,HCP_Name_1800,Pediatrics,East,Medium,Yes,High
HCP01801,HCP_Name_1801,Cardiology,North,High,No,High
HCP01802,HCP_Name_1802,Dermatology,West,Low,Yes,Medium
HCP01803,HCP_Name_1803,Cardiology,East,Medium,Yes,Low
HCP01804,HCP_Name_1804,General Practice,East,Medium,Yes,High
HCP01805,HCP_Name_1805,Oncology,South,Medium,Yes,High
HCP01806,HCP_Name_1806,Oncology,Central,Low,No,High
HCP01807,HCP_Name_1807,Cardiology,East,Medium,Yes,Medium
HCP01808,HCP_Name_1808,Oncology,West,Low,Yes,Low
HCP01809,HCP_Name_1809,Neurology,South,Medium,No,Low
HCP01810,HCP_Name_1810,Neurology,East,High,No,High
HCP01811,HCP_Name_1811,Pediatrics,Central,Medium,No,Low
HCP01812,HCP_Name_1812,Oncology,Central,Low,Yes,Medium
HCP01813,HCP_Name_1813,Cardiology,South,High,No,Medium
HCP01814,HCP_Name_1814,Cardiology,North,Medium,Yes,Medium
HCP01815,HCP_Name_1815,Dermatology,Central,Medium,No,High
HCP01816,HCP_Name_1816,Pediatrics,South,Medium,Yes,Medium
HCP01817,HCP_Name_1817,Oncology,East,High,Yes,Low
HCP01818,HCP_Name_1818,Cardiology,South,Low,No,Low
HCP01819,HCP_Name_1819,Pediatrics,Central,Medium,No,Low
HCP01820,HCP_Name_1820,Pediatrics,East,High,No,Medium
HCP01821,HCP_Name_1821,Dermatology,South,Medium,No,Low
HCP01822,HCP_Name_1822,Cardiology,South,Low,No,Low
HCP01823,HCP_Name_1823,Dermatology,West,Low,No,Low
HCP01824,HCP_Name_1824,Dermatology,South,Low,Yes,Medium
HCP01825,HCP_Name_1825,Dermatology,East,Low,No,High
HCP01826,HCP_Name_1826,Cardiology,East,High,No,Low
HCP01827,HCP_Name_1827,Oncology,Central,Low,No,High
HCP01828,HCP_Name_1828,Cardiology,North,High,No,High
HCP01829,HCP_Name_1829,Cardiology,North,Medium,No,Low
HCP01830,HCP_Name_1830,Oncology,North,Medium,No,Medium
HCP01831,HCP_Name_1831,Oncology,South,Low,No,Low
HCP01832,HCP_Name_1832,Neurology,West,Medium,Yes,Low
HCP01833,HCP_Name_1833,Neurology,South,Low,Yes,Medium
HCP01834,HCP_Name_1834,Oncology,South,High,Yes,Low
HCP01835,HCP_Name_1835,Oncology,North,Low,Yes,High
HCP01836,HCP_Name_1836,Neurology,West,Low,No,Medium
HCP01837,HCP_Name_1837,Dermatology,West,Low,Yes,Medium
HCP01838,HCP_Name_1838,Oncology,West,Medium,Yes,Low
HCP01839,HCP_Name_1839,Dermatology,South,Medium,Yes,Medium
HCP01840,HCP_Name_1840,Cardiology,Central,Medium,No,Low
HCP01841,HCP_Name_1841,Cardiology,East,Medium,No,Medium
HCP01842,HCP_Name_1842,Dermatology,Central,High,Yes,High
HCP01843,HCP_Name_1843,Pediatrics,North,High,No,Low
HCP01844,HCP_Name_1844,Dermatology,East,Medium,No,High
HCP01845,HCP_Name_1845,Dermatology,North,High,No,Low
HCP01846,HCP_Name_1846,Oncology,West,Medium,No,Low
HCP01847,HCP_Name_1847,Cardiology,West,Medium,No,Low
HCP01848,HCP_Name_1848,Neurology,South,Medium,Yes,High
HCP01849,HCP_Name_1849,Pediatrics,South,Medium,Yes,Medium
HCP01850,HCP_Name_1850,Oncology,South,Low,No,Medium
HCP01851,HCP_Name_1851,Oncology,West,Medium,Yes,High
HCP01852,HCP_Name_1852,Pediatrics,East,Medium,No,High
HCP01853,HCP_Name_1853,Neurology,East,Low,Yes,Medium
HCP01854,HCP_Name_1854,Dermatology,North,High,No,High
HCP01855,HCP_Name_1855,Dermatology,South,Low,Yes,Medium
HCP01856,HCP_Name_1856,General Practice,Central,Low,No,Medium
HCP01857,HCP_Name_1857,Neurology,North,Low,Yes,High
HCP01858,HCP_Name_1858,Dermatology,South,Low,No,High
HCP01859,HCP_Name_1859,General Practice,North,Low,No,Medium
HCP01860,HCP_Name_1860,Neurology,Central,Medium,Yes,Low
HCP01861,HCP_Name_1861,Neurology,South,High,Yes,Low
HCP01862,HCP_Name_1862,General Practice,South,Low,No,Low
HCP01863,HCP_Name_1863,Oncology,North,High,No,Medium
HCP01864,HCP_Name_1864,Oncology,West,Medium,Yes,Low
HCP01865,HCP_Name_1865,Cardiology,West,High,No,Low
HCP01866,HCP_Name_1866,Pediatrics,South,High,No,Low
HCP01867,HCP_Name_1867,Neurology,North,High,No,High
HCP01868,HCP_Name_1868,Pediatrics,East,Low,Yes,Medium
HCP01869,HCP_Name_1869,Neurology,East,Low,Yes,High
HCP01870,HCP_Name_1870,General Practice,North,High,No,Low
HCP01871,HCP_Name_1871,Cardiology,East,Medium,No,High
HCP01872,HCP_Name_1872,Pediatrics,West,Medium,No,High
HCP01873,HCP_Name_1873,Cardiology,East,Low,Yes,Medium
HCP01874,HCP_Name_1874,General Practice,North,Medium,No,Low
HCP01875,HCP_Name_1875,Pediatrics,East,High,No,Medium
HCP01876,HCP_Name_1876,Pediatrics,North,High,No,Medium
HCP01877,HCP_Name_1877,Pediatrics,East,Low,Yes,Medium
HCP01878,HCP_Name_1878,Oncology,Central,High,No,Medium
HCP01879,HCP_Name_1879,Cardiology,East,Medium,Yes,Medium
HCP01880,HCP_Name_1880,Neurology,East,Medium,Yes,Low
HCP01881,HCP_Name_1881,Oncology,East,High,Yes,Low
HCP01882,HCP_Name_1882,Dermatology,Central,High,No,High
HCP01883,HCP_Name_1883,Dermatology,East,High,Yes,High
HCP01884,HCP_Name_1884,Pediatrics,South,Low,Yes,Medium
HCP01885,HCP_Name_1885,Pediatrics,South,High,No,Medium
HCP01886,HCP_Name_1886,Dermatology,North,Low,No,Low
HCP01887,HCP_Name_1887,Dermatology,East,Medium,No,High
HCP01888,HCP_Name_1888,Cardiology,North,Medium,No,Low
HCP01889,HCP_Name_1889,Neurology,Central,Low,No,Low
HCP01890,HCP_Name_1890,Cardiology,Central,High,No,Medium
HCP01891,HCP_Name_1891,Cardiology,East,High,Yes,Low
HCP01892,HCP_Name_1892,Oncology,Central,Medium,No,Medium
HCP01893,HCP_Name_1893,Dermatology,South,Low,No,Low
HCP01894,HCP_Name_1894,General Practice,West,High,No,Medium
HCP01895,HCP_Name_1895,Pediatrics,East,Low,No,Medium
HCP01896,HCP_Name_1896,Cardiology,South,High,No,High
HCP01897,HCP_Name_1897,Pediatrics,West,Medium,No,Medium
HCP01898,HCP_Name_1898,General Practice,Central,Medium,Yes,Low
HCP01899,HCP_Name_1899,Cardiology,West,High,Yes,High
HCP01900,HCP_Name_1900,Pediatrics,South,Low,Yes,Medium
HCP01901,HCP_Name_1901,Oncology,North,Low,No,Low
HCP01902,HCP_Name_1902,Pediatrics,West,High,Yes,Low
HCP01903,HCP_Name_1903,Pediatrics,South,Low,No,High
HCP01904,HCP_Name_1904,Neurology,South,Medium,No,High
HCP01905,HCP_Name_1905,Oncology,South,Low,No,Low
HCP01906,HCP_Name_1906,General Practice,North,Medium,No,High
HCP01907,HCP_Name_1907,Neurology,North,High,Yes,High
HCP01908,HCP_Name_1908,Pediatrics,South,Medium,No,Medium
HCP01909,HCP_Name_1909,Pediatrics,South,Medium,Yes,Low
HCP01910,HCP_Name_1910,Cardiology,East,Medium,No,Medium
HCP01911,HCP_Name_1911,General Practice,West,Medium,Yes,High
HCP01912,HCP_Name_1912,Cardiology,North,High,No,Low
HCP01913,HCP_Name_1913,Pediatrics,West,High,Yes,Medium
HCP01914,HCP_Name_1914,Cardiology,West,Medium,Yes,High
HCP01915,HCP_Name_1915,Pediatrics,West,Medium,Yes,High
HCP01916,HCP_Name_1916,Neurology,South,High,No,Low
HCP01917,HCP_Name_1917,Pediatrics,South,High,No,Medium
HCP01918,HCP_Name_1918,Neurology,West,Low,Yes,Low
HCP01919,HCP_Name_1919,Cardiology,East,Medium,Yes,Medium
HCP01920,HCP_Name_1920,Pediatrics,West,Medium,Yes,High
HCP01921,HCP_Name_1921,General Practice,West,High,No,Low
HCP01922,HCP_Name_1922,General Practice,South,Low,Yes,Medium
HCP01923,HCP_Name_1923,Pediatrics,East,Medium,Yes,Low
HCP01924,HCP_Name_1924,General Practice,West,Low,Yes,Low
HCP01925,HCP_Name_1925,Oncology,South,Medium,No,Medium
HCP01926,HCP_Name_1926,Dermatology,East,Low,No,Medium
HCP01927,HCP_Name_1927,Dermatology,North,Medium,No,Medium
HCP01928,HCP_Name_1928,Cardiology,Central,High,No,Low
HCP01929,HCP_Name_1929,Dermatology,Central,Medium,No,Low
HCP01930,HCP_Name_1930,Pediatrics,East,Medium,Yes,Medium
HCP01931,HCP_Name_1931,Oncology,East,High,No,Low
HCP01932,HCP_Name_1932,Dermatology,South,High,Yes,Low
HCP01933,HCP_Name_1933,Cardiology,East,High,Yes,Low
HCP01934,HCP_Name_1934,Cardiology,North,Medium,Yes,High
HCP01935,HCP_Name_1935,Pediatrics,South,Medium,Yes,High
HCP01936,HCP_Name_1936,General Practice,West,Low,Yes,High
HCP01937,HCP_Name_1937,Cardiology,East,High,No,Low
HCP01938,HCP_Name_1938,Dermatology,East,Low,Yes,Medium
HCP01939,HCP_Name_1939,Oncology,North,Medium,Yes,High
HCP01940,HCP_Name_1940,Dermatology,East,Low,Yes,High
HCP01941,HCP_Name_1941,Oncology,South,High,No,Medium
HCP01942,HCP_Name_1942,Cardiology,North,Medium,No,Low
HCP01943,HCP_Name_1943,General Practice,East,Low,Yes,Medium
HCP01944,HCP_Name_1944,Neurology,Central,High,Yes,Medium
